,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category
883,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,5227bb01498e17bf485e6202,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
896,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,50664f27e4b08e43cf97522d,Momofuku Nikai,43.649464332475084,-79.38600545809963,Cocktail Bar
897,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4fccaa8fe4b05a98df3d9417,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
898,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,559a8f5a498e31f945041245,Maman,43.64830873804684,-79.38225333898805,Café
899,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,59603f86112c6c70931c9401,King Taps,43.648475974183,-79.38205778358744,Gastropub
900,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4d3997e1687ca35dbd0081c4,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
901,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,5578720f498ee3b165b1f32b,The Burger's Priest,43.648476440165176,-79.38737257506915,Burger Joint
902,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,537773d1498e74a75bb75c1e,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
903,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4ad4c05df964a52026f620e3,Reds Wine Tavern,43.64957038171473,-79.38212873483711,Gastropub
904,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4c3a8e78be4620a1c6180b13,Hilton Toronto Executive Lounge,43.650363125865155,-79.38580184119992,Breakfast Spot
905,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4ad4c061f964a520a9f720e3,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
906,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4b114234f964a520637923e3,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
907,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,52ec621e498ec68fa15ee922,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
908,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4ae60299f964a52003a421e3,Starbucks,43.65071767190139,-79.3875952564609,Coffee Shop
909,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4afa1f33f964a520e91622e3,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
910,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4dfe1cf0a809d61e2fc568ce,Bannock,43.652101173138405,-79.38117828399939,Restaurant
911,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4b68aed1f964a520de862be3,The Rex Hotel Jazz & Blues Bar,43.65050475544005,-79.38857723389897,Jazz Club
912,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,5a5a59c5a423620ec1dafd41,Pi Co.,43.648651,-79.385874,Pizza Place
913,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4dcbf219d22d7ffe9d39197e,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
914,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,529612de11d2ab526191ccc9,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
915,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,59cd51c71b0ea516e9e7b3aa,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
916,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4adf85e1f964a5206e7b21e3,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
895,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4b7ed424f964a5208a0230e3,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
917,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4ad4c05df964a52059f620e3,Canoe,43.647452066183476,-79.38132001815676,Restaurant
894,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,50ca02c5245f2d4aa8c2c53d,Ruth's Chris Steak House,43.6499174,-79.3857238,Steakhouse
892,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4a9d0a53f964a520d23720e3,Hilton Toronto,43.64985232228859,-79.38557624816895,Hotel
877,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,54132b3b498ee9ca9332e189,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
878,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,505125b2e4b0253ca4e47351,Momofuku Noodle Bar,43.6493658716176,-79.38621652451032,Noodle House
879,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,50468014e4b01c18bb731df8,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
880,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,50ecb1fae4b0beb13294f0aa,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
874,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,50322b6ae4b09116a296568c,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
873,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,5b6c842bc36588002c80a934,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
872,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4e048b98315168be7fd7ee4d,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
871,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4e31b74252b131dcebb08743,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
870,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4ad69511f964a520e40721e3,The Keg Steakhouse & Bar,43.649937252985254,-79.38419604942506,Steakhouse
869,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4ad4c05ef964a520a6f620e3,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
868,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4ad4c062f964a520e5f720e3,Four Seasons Centre for the Performing Arts,43.65060862138792,-79.38627956459021,Concert Hall
881,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4ad4c062f964a520baf720e3,Canadian Opera Company,43.6506601893789,-79.38624169559013,Opera House
882,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4ea43642be7ba4918efc5afa,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
884,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,5462ac56498e128ccafe8fea,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
885,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4b8d5856f964a520f4f532e3,Noodle King,43.65170632794881,-79.38304628912547,Asian Restaurant
886,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,55fc571f498ec35023360858,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
887,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,5894c1f9266c1121f0a757d1,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
888,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,5a32970da42362290203a9d6,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
889,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4b6609b3f964a5200c102be3,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
890,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,509bb871e4b09c7ac93f6642,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
891,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,53856fa411d2061fc84a3d0a,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
893,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4ad4c05ef964a5208ef620e3,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
876,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,5aff06ca6e4650002cc6286b,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
875,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,4bd8cde92e6f0f47dcb20808,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
62,Agincourt,43.7942003,-79.26202940000002,4af71437f964a520940522e3,Commander Arena,43.794867324063404,-79.26798888527924,Skating Rink
61,Agincourt,43.7942003,-79.26202940000002,4d0008a44f56b60c39b09f37,Mark's,43.791178865505806,-79.25971427359902,Clothing Store
60,Agincourt,43.7942003,-79.26202940000002,4cf9c1297f2db1f7bc7823d4,Twilight,43.791999483291015,-79.25858447143591,Lounge
59,Agincourt,43.7942003,-79.26202940000002,4e3451fcd4c063434821c41e,Panagio's Breakfast & Lunch,43.79237001092506,-79.26020325805978,Breakfast Spot
72,"Agincourt North, L'Amoreaux East, Milliken, Steeles East",43.8152522,-79.2845772,4cff35ff574d60fce993466c,Port Royal Park,43.815477,-79.289773,Park
73,"Agincourt North, L'Amoreaux East, Milliken, Steeles East",43.8152522,-79.2845772,4c3a49ec0a71c9b6ce0544c9,Milliken Public School Playground,43.81538282984429,-79.2898673242174,Playground
1686,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,4b776533f964a5208f972ee3,Rogers Plus,43.74131169099951,-79.58526313098758,Video Store
1676,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,4b04a05bf964a520c45522e3,No Frills,43.74196806166214,-79.58663897240363,Grocery Store
1677,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,4c633939e1621b8d48842553,Subway,43.742421428383224,-79.58947097431394,Sandwich Place
1678,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,4be58dc4cf200f479154133c,Shoppers Drug Mart,43.74083239297218,-79.58334731801473,Pharmacy
1679,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,4be70e26cf200f47e334153c,Popeyes Louisiana Kitchen,43.74120165509377,-79.58454469276013,Fried Chicken Joint
1684,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,4cd9d00734bb8cfa6576babf,Tim Hortons,43.7420146612893,-79.58968967199326,Coffee Shop
1687,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,4f035c5c5c5c51dd31b52e55,Dollarama,43.74174459256777,-79.59120452700027,Discount Store
1688,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,54e521a9498e559c968e8083,NORI SUSHI,43.742775,-79.586985,Japanese Restaurant
1680,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,4cd4738cdfb4a1cd4337535c,The Beer Store,43.7416936,-79.5843728,Beer Store
1681,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,4d8ba6910c4e41bdaaf7667f,Pizza Pizza,43.74156896801906,-79.58448886871338,Pizza Place
1682,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,5112b872e4b0c0a78d7bcd27,Sunny Foodmart,43.74184023292111,-79.59056069637506,Grocery Store
1683,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,4c1951d6834e2d7f2d3a2a80,McDonald's,43.74163461048035,-79.58444567853267,Fast Food Restaurant
1685,"Albion Gardens, Beaumond Heights, Humbergate, Jamestown, Mount Olive, Silverstone, South Steeles, Thistletown",43.739416399999996,-79.5884369,4da73b855da37feee89a1143,Pizza Nova,43.73676056243852,-79.58981659031261,Pizza Place
1630,"Alderwood, Long Branch",43.60241370000001,-79.54348409999999,50ad1433e4b065fd4f678ffd,Tim Hortons,43.60239631505536,-79.5450476557017,Coffee Shop
1627,"Alderwood, Long Branch",43.60241370000001,-79.54348409999999,4c47927c1ddec928fbec9d32,Il Paesano Pizzeria & Restaurant,43.60128,-79.545028,Pizza Place
1632,"Alderwood, Long Branch",43.60241370000001,-79.54348409999999,4ba685b0f964a520b65a39e3,Pizza Pizza,43.60534035117562,-79.54725175609202,Pizza Place
1629,"Alderwood, Long Branch",43.60241370000001,-79.54348409999999,4b9fbdb4f964a520583a37e3,Toronto Gymnastics International,43.59983195234328,-79.54292448822379,Gym
1634,"Alderwood, Long Branch",43.60241370000001,-79.54348409999999,4be2f206b02ec9b6fc174ec0,Sir Adam Beck Rink,43.602526494798546,-79.5474551115246,Skating Rink
1631,"Alderwood, Long Branch",43.60241370000001,-79.54348409999999,4b75ce6af964a5201b262ee3,Subway,43.599261522315125,-79.54433962697884,Sandwich Place
1628,"Alderwood, Long Branch",43.60241370000001,-79.54348409999999,4c2e93a2a0ced13ae42a0f6e,Timothy's Pub,43.60016508568706,-79.54469872722389,Pub
1633,"Alderwood, Long Branch",43.60241370000001,-79.54348409999999,4b6882ecf964a520037d2be3,Rexall,43.60216452743958,-79.54537153292875,Pharmacy
232,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4b2ffe9bf964a52016f424e3,Rogers,43.75575664597711,-79.44005186942444,Video Store
233,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4b05f390f964a5206fe622e3,Metro,43.755791531926526,-79.43980055649448,Supermarket
231,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bc3acbdabf495210a22c493,Orly Restaurant & Grill,43.754493246006334,-79.44350727697311,Middle Eastern Restaurant
230,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4ebd68b3b8f7b504a7756fa8,Yogurty's,43.756190568366485,-79.43941837290544,Frozen Yogurt Shop
229,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bf85d6e5317a59308b8ff7e,Sheppard Plaza,43.75569512647938,-79.43961347354475,Shopping Mall
228,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bdc98973904a59392ea4e9e,Shoppers Drug Mart,43.756204016589244,-79.43958897502529,Pharmacy
227,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4beb1f54a9900f47df661740,Subway,43.75572798067668,-79.43988217796945,Sandwich Place
226,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,56959aef498e2bf2f3c816d7,Popeyes,43.754671343663034,-79.44274006861691,Fried Chicken Joint
225,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bfd9166b68d0f47f2f8e857,Pizza Pizza,43.75531145041057,-79.44112566629565,Pizza Place
224,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c471a991ddec928f8449c32,TD Canada Trust,43.7562323,-79.4390254,Bank
222,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c0ae1a4ffb8c9b6616a6c61,Dairy Queen,43.75567964325238,-79.44016579234159,Fast Food Restaurant
223,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4bcde48ffb84c9b664c7223e,Wimpy's Diner,43.75620987159905,-79.43929448082638,Diner
220,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,5011603fe4b07c3cf1967fba,Tim Hortons,43.75476686520758,-79.44325044751167,Coffee Shop
234,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4d6ee5fa38a588bfbed306e1,China Court,43.75578017077131,-79.43743743256304,Chinese Restaurant
217,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4b65c410f964a52050fe2ae3,Bagel Plus,43.75539484400371,-79.4406859789969,Restaurant
216,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4adf35f1f964a520577821e3,Wolfie's Deli,43.754875481443555,-79.44243785404784,Deli / Bodega
218,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4ce01e0294c3b60c0a816fea,Best for Bride in Toronto,43.75571979646036,-79.43788253603987,Bridal Shop
219,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4b05f2bef964a52064e622e3,Starbucks,43.755653123519615,-79.43987338134932,Coffee Shop
221,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,4c9fd84e542b224b3f2701a0,Wakame Sushi,43.755382185036986,-79.44094461257187,Sushi Restaurant
144,Bayview Village,43.7869473,-79.385975,5404d153498ebbc7332f3e4e,Kaga Sushi,43.78775840092113,-79.38108976991016,Japanese Restaurant
143,Bayview Village,43.7869473,-79.385975,4b6dc5fcf964a5207d8e2ce3,TD Canada Trust,43.7880740139986,-79.38036672770977,Bank
142,Bayview Village,43.7869473,-79.385975,4bdc7dd8c79cc9287ecc86e9,Maxim's Cafe and Patisserie,43.78786337669778,-79.38075094208715,Café
141,Bayview Village,43.7869473,-79.385975,4bd396d041b9ef3b799c00e6,Sun Star Chinese Cuisine 翠景小炒,43.78791448422642,-79.38123404311649,Chinese Restaurant
1071,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,588cf74e5289302f30e711e1,Darbar Persian Grill,43.735484,-79.420006,Restaurant
1068,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,502bb730e4b01590f997803d,Aroma Espresso Bar,43.73597504480755,-79.42039080887425,Café
1069,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4c27a22a905a0f473e3b6560,Dickson Home Hardware,43.73559290588762,-79.42008904817052,Hardware Store
1072,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,50521bc4e4b0252d054ee36b,Drums N Flats,43.73503512478632,-79.42003978035157,Comfort Food Restaurant
1070,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4ffa10f4e4b0956dd65a4aae,Sakura Garden,43.73339792581388,-79.41949129828605,Sushi Restaurant
1074,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,54bd9fa8498e72620bb03b45,Francobollo,43.734556923055784,-79.41954908679143,Italian Restaurant
1086,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4ad4c05cf964a520cbf520e3,Safari Bar and Grill,43.72905148409205,-79.41810862863923,American Restaurant
1085,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4c4f47651d76c928b1509691,Subway,43.73159539578682,-79.41963959053555,Sandwich Place
1084,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4cad1623ae1eef3b04163547,Shoppers Drug Mart,43.73627469604449,-79.41999933309785,Pharmacy
1083,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4e35bfa56284ea7e1103e10c,Bruno's Fine Food,43.7366419570093,-79.4198699051871,Butcher
1089,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4b6219e5f964a52074352ae3,Pizza Pizza,43.731952,-79.415019,Pizza Place
1073,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4b61fa2cf964a520972e2ae3,Starbucks,43.7325643756872,-79.4192305175256,Coffee Shop
1082,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4bcba746fb84c9b65d5a1f3e,Satay on the Road,43.735310312009226,-79.41978338676937,Thai Restaurant
1081,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4e30609b922e065e29f3a61b,Karbouzi Greek Taverna,43.7362044620751,-79.42035885441898,Greek Restaurant
1080,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4ba3c257f964a5203b5c38e3,No Frills,43.73048664218584,-79.41870350421509,Grocery Store
1079,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,5238b4e211d2d7c5c10aafc6,Freshii,43.731582455410454,-79.41910939095219,Juice Bar
1090,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4bb66ff72f70c9b6856b8530,Baskin Robbins,43.73331413324141,-79.41945159484654,Ice Cream Shop
1091,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4b4a588cf964a520af8426e3,Harvey's & Swiss Chalet,43.730165663862444,-79.41867411150258,Fast Food Restaurant
1078,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4ef89d09f9ab2e6682f0192f,Tim Hortons,43.735355956224325,-79.41960454261636,Coffee Shop
1077,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4b1d32e5f964a520d40c24e3,Pheasant & Firkin,43.73517255469138,-79.41970208136466,Pub
1076,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4b26f699f964a520888324e3,LCBO,43.73106478660271,-79.41923740055336,Liquor Store
1075,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4d796616542ab1f75eb87c41,The Copper Chimney,43.73619518432498,-79.42027081330127,Indian Restaurant
1087,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4bc13313f8219c743e18b310,Il Fornaro,43.734073,-79.41987,Italian Restaurant
1088,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4b5456fdf964a520fdb727e3,McDonald's,43.73259250589356,-79.41966584226944,Fast Food Restaurant
789,Berczy Park,43.644770799999996,-79.3733064,5980a832898bdc3d188e85b9,FARMR Eatery & Catering,43.648419863375096,-79.37027379521088,Bistro
788,Berczy Park,43.644770799999996,-79.3733064,4c6eb1c9c524370414ae2beb,Stonemill Bread,43.648668221542096,-79.37160962302049,Bakery
787,Berczy Park,43.644770799999996,-79.3733064,536fd522498e09c6690800e2,Balzac's Coffee,43.64845650131932,-79.37178993724407,Café
786,Berczy Park,43.644770799999996,-79.3733064,55314880498eca93a62e17ec,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
785,Berczy Park,43.644770799999996,-79.3733064,4ada4b1ef964a520022121e3,The Old Spaghetti Factory,43.64696445846655,-79.37440258334287,Italian Restaurant
796,Berczy Park,43.644770799999996,-79.3733064,4b8010c5f964a520054f30e3,Seafront Fish Market,43.6484785341064,-79.37148942972523,Fish Market
795,Berczy Park,43.644770799999996,-79.3733064,4b647148f964a52080b32ae3,Carousel Bakery,43.6487072781773,-79.37158005127563,Bakery
794,Berczy Park,43.644770799999996,-79.3733064,4baa4b39f964a520ec5b3ae3,Marché Mövenpick,43.64723237089591,-79.37759119081164,Restaurant
793,Berczy Park,43.644770799999996,-79.3733064,4b2184a9f964a520193d24e3,Scotland Yard Pub,43.64705292210499,-79.37405970553979,Pub
792,Berczy Park,43.644770799999996,-79.3733064,4c8102a1d8086dcb21866852,Scheffler's Deli,43.648643353516086,-79.37153681663685,Cheese Shop
791,Berczy Park,43.644770799999996,-79.3733064,4af2fe17f964a5209de921e3,Winners,43.6477479,-79.3745508,Clothing Store
790,Berczy Park,43.644770799999996,-79.3733064,534effeb498e6464d5c4885c,Market Street Catch,43.64850142396483,-79.3718080237409,Seafood Restaurant
798,Berczy Park,43.644770799999996,-79.3733064,548f8a50498e9d276895f669,CC Lounge,43.64791735425827,-79.37451991085871,Cocktail Bar
797,Berczy Park,43.644770799999996,-79.3733064,59ab10e242d8c27897e996cb,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
799,Berczy Park,43.644770799999996,-79.3733064,4ccad68a19f376b060625eea,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
770,Berczy Park,43.644770799999996,-79.3733064,4ad4c062f964a520b8f720e3,Sony Centre for the Performing Arts,43.646292124205594,-79.37602179505662,Concert Hall
801,Berczy Park,43.644770799999996,-79.3733064,50fd7b1b582f9d035e57a426,The Works,43.648695612137146,-79.37404677271843,Restaurant
769,Berczy Park,43.644770799999996,-79.3733064,4b56a44ff964a5206e1728e3,The Keg Steakhouse + Bar,43.64667637593993,-79.37482154865866,Steakhouse
768,Berczy Park,43.644770799999996,-79.3733064,4aeb719af964a52020c221e3,LCBO,43.64294379917171,-79.37243989044406,Liquor Store
772,Berczy Park,43.644770799999996,-79.3733064,50b7c53616485cd9efad60d5,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
773,Berczy Park,43.644770799999996,-79.3733064,4ad4c062f964a520fbf720e3,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
774,Berczy Park,43.644770799999996,-79.3733064,4ad4c05cf964a520e3f520e3,C'est What,43.64842583928427,-79.37343925237656,Beer Bar
775,Berczy Park,43.644770799999996,-79.3733064,53361f24498e6a4d4d8f66f1,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
776,Berczy Park,43.644770799999996,-79.3733064,4e67c316483bef6eb8171e49,DAVIDsTEA,43.646657736285796,-79.37764102856944,Tea Room
777,Berczy Park,43.644770799999996,-79.3733064,4b0f3cd2f964a520b66023e3,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
778,Berczy Park,43.644770799999996,-79.3733064,4bbe53a1848da593e522ea6d,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
779,Berczy Park,43.644770799999996,-79.3733064,4bb79860cf2fc9b616779e02,Berczy Park,43.64804835388851,-79.3751722909452,Park
780,Berczy Park,43.644770799999996,-79.3733064,4ad4c05df964a52055f620e3,Bier Markt Esplanade,43.64723602476138,-79.37389161769812,Belgian Restaurant
781,Berczy Park,43.644770799999996,-79.3733064,4b86b209f964a520cf9631e3,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
782,Berczy Park,43.644770799999996,-79.3733064,4b155081f964a520b4b023e3,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
817,Berczy Park,43.644770799999996,-79.3733064,4ad4c05ff964a52037f720e3,Paddington's Pump,43.64904851225212,-79.37202375363597,Diner
816,Berczy Park,43.644770799999996,-79.3733064,4ae19720f964a520588621e3,Starbucks,43.648738309887705,-79.37251925468443,Coffee Shop
815,Berczy Park,43.644770799999996,-79.3733064,4c2b80a6ae6820a18fe91743,Crepe It Up!,43.64873614340388,-79.37162306748482,Creperie
814,Berczy Park,43.644770799999996,-79.3733064,4ad7b757f964a520ff0d21e3,Harbour Sixty Steakhouse,43.64222021431867,-79.37794459004243,Steakhouse
813,Berczy Park,43.644770799999996,-79.3733064,4ad4c05bf964a5209bf520e3,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
771,Berczy Park,43.644770799999996,-79.3733064,4ad4c05ef964a520d8f620e3,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
811,Berczy Park,43.644770799999996,-79.3733064,4e1de62a31516450302586e3,Olympic Cheese,43.64870154739154,-79.37154069441475,Cheese Shop
810,Berczy Park,43.644770799999996,-79.3733064,4e8ef512cc21c15fa2e205c6,Beauty Boutique by Shoppers Drug Mart,43.64765318245337,-79.3708236331755,Cosmetics Shop
809,Berczy Park,43.644770799999996,-79.3733064,4c2e1fc7e116e21eb5bc8f60,Sugar Beach,43.643379816203485,-79.36744155499679,Beach
808,Berczy Park,43.644770799999996,-79.3733064,5a981dbe0c9f3129c9ee442c,Starbucks,43.644116,-79.369304,Coffee Shop
807,Berczy Park,43.644770799999996,-79.3733064,4b75f350f964a5207c312ee3,Alexandro's World Famous Gyros,43.6416627086796,-79.3752137736969,Greek Restaurant
